Job_Title,Company,Employment_Type,Seniority,Job_Category,Salary_Range,Salary_Min,Salary_Max,Salary_Frequency,URL,Job_Tag,Desc_Content,Requirements
Data Scientist,ACTIVATE INTERACTIVE PTE LTD,Full Time,Senior Executive,Information Technology,"$4,000to$6,500","$4,000","$6,500",Monthly,/job/data-scientist-activate-interactive-82987455f4ee9d1b384da7bd6465ea4c,Data Scientist,"Data Scientist (Data Science & Analytics)  Roles and responsibilities    Perform data science research and development in line with organization’s vision within digital health and wellness domain. Design and qualifying processes for data gathering, storage, processing, integration. Perform data research and analytics using deep machine learning to create accurate data and prediction model Refining data prediction model for demo, prototyping that leads to eventual productization. Take ownership and follow through the transfer of algorithm and prediction model to product and engineering team. Documentation of research, experiments, modelling and methodology.  Providing reports and presentations on results and findings. Identify opportunities and risks for the business through data science and analytics.    Requirements    ","Requirements 3 to 5 years in data research, data science or analytics. Bachelor or Master degree in Statistic, Mathematics, Biomedical Science, Computer Science or related discipline. Good working knowledge of R, SQL, MATLAB, Python, C/C++. Experiences in deploying prediction models to final products will be considered favourably. Keen interest in digital healthcare, wellness and fitness domain. A 'go with the flow' and positive attitude, adaptable to change and energetic. Have the ability to problem-solve and can be very resourceful. Passionate in learning and working with new technologies. A natural tenacity, resilency and determination.  Benefits: Flexi benefits that covers medical, gym, sports and wellness. If you love the idea of being part of a growing company with exciting prospects in mobile and web technologies that create positive impact on people’s lives, then we would love to hear from you!"
Data Scientist,REDMART LIMITED,Permanent ...,Professional,Engineering ...,"$7,000to$11,000","$7,000","$11,000",Monthly,/job/data-scientist-redmart-20bc769b53d6c602873b02d4bc172f31,Data Scientist,"As one of the fastest growing e-commerce and logistics companies in Asia, RedMart is a part of Alibaba-backed Lazada, Southeast Asia’s leading online shopping and selling platform, and we offer an unparalleled scaling a startup experience. We’re focused on always improving our customer experience and achieving our mission: To save our customers time and money for the important things in life!   We are looking for a Data Scientist/Search Engineer who cares deeply about customers and users to help develop the next generation of search and personalization at RedMart. You will build data mining systems to tackle hard problems in understanding and predicting consumer behavior to offer items to customers which are most relevant to them.   You will work with engineers, product managers and designers to develop innovative new technologies and data driven features and products. You will also work closely with other Data Scientists to collaborate on projects and share techniques and learnings. If you enjoy working with data to build products and solve hard problems in surprisingly creative ways, this is the role for you.    ","RequirementsQualifications:  Deep expertise in search, preferably in e-commerce. Excellent knowledge on improving search incrementally as well as making step-changes such as applying NLP, text mining, etc. Proven track record building robust search systems and achieving strong results Expertise in personalization and recommender systems Able to guide a team of engineers to identify and break down necessary architecture and services to support search and personalization services Able to guide and work well with a team of engineers to implement Machine Learning algorithms and models, as well as implementing necessary software Solid understanding of search metrics and implementing tracking to measure performance Solid understanding of search engines and utilizing features effectively. Familiarity with ElasticSearch is a plus Hands-on experience developing and implementing Machine Learning algorithms and models. Background in Machine Learning,Statistics & Information Retrieval Design, implement, test robust technical solutions that our high traffic site/apps can rely on Write clean code that’s testable, maintainable, solves the right problem and does it well. Code you can be proud of. Phd, Masters, or equivalent experience in a quantitative field (computer science, physics, mathematics, bioinformatics, etc.) a plus, but by no means a must Experience programming in functional languages (Scala,Golang,Haskell, Clojure etc.) a plus but not a must Knowledge of scripting languages like  Python/R, familiarity with web frameworks a plus Experience with Java and/or Scala and microservices is a plus Understanding of A/B testing      Desired Skills:  Able to be a key influencer in the team’s strategy and contribute significantly to team planning, showing good judgement making technical trade-offs between the team’s short term and long term business needs, and the needs of the company as a whole Strong team player: Superb communication skills, thrives in a collaborative environment and be committed to the success of the team as a whole. Critical thinking: ability to track down complex data and engineering issues, evaluate different algorithmic approaches, and analyze data to solve problems Creativity: you can conceive of new data driven products, features, and technologies Results: you prioritize, focusing on ideas and features that will have significant, measurable impact Planning & estimation: ability to set and meet your own project objectives & milestones Communicate results and progress internally and externally in meetings, presentations, and tech talks Passion for technology. Our developers are always evaluating new tools and technologies that can make us better. What has attracted your interest lately? "
Data Scientist,CHEIL SINGAPORE PTE. LTD.,Permanent ...,Professional,Others,"$9,000to$11,000","$9,000","$11,000",Monthly,/job/data-scientist-cheil-singapore-822c557af9e51e4d720a30d4427cab55,Data Scientist," Integrate all owned media touch-points data into single view and build data supply structure Utilize big data stacks to build scalable pipeline and monitor data infrastructure Conduct detailed part verification, validation and reliability testing.    Develops and maintains data pipelines, code/update Ansible and Phython jobs Test and maintain running of current data pipeline jobs and highly scalable data management system 	of Ansible playbooks, Pythons jobs, PySpark jobs, Infrastructure on AWS, GoCD build server Integrate new data management technologies and software engineering tools into existing structures Recommend ways to improve data reliability, efficiency and quality Collaborate with data architects, modelers and IT team members on project goals Collaborate with Marketing Planner, and Data analyst to contribute to new use cases Enhance data collection procedures, including applying data cleansing, outlier identification, and missing data techniques that are relevant for building analytic systems ","Requirements 6 years hands-on experience in the data platform and Python development experience. 6 years experience of successful application of machine learning, data mining, and statistical analysis with demonstrable impact and proven tracks records. Strong data architecture, data modeling, schema design and effective project management skills. Excellent communication skills and proven experience in leading data driven projects from definition through interpretation and execution. Self-starter, capable of experimenting with various tools and developing own code and scripts for data manipulation, experimentation, algorithm implementation, accuracy measurements, etc. Demonstrate understanding and expertise in commonly used machine learning algorithms, feature selection techniques and data modeling processes Experience with large data sets, Spark, Hadoop, Github, Chartio, and data visualization tools a plus. Have a passion for data analysis and delivering data solutions to help others make faster data driven decisions You will excel at getting to the root of an issue and building compelling, data driven decks that can be easily understood and acted upon at various levels. Good written and spoken English is a must "
Data Scientist,CLARIANT (SINGAPORE) PTE. LTD.,Permanent ...,Middle Management ...,Manufacturing ...,"$5,000to$8,000","$5,000","$8,000",Monthly,/job/data-scientist-clariant-f75f452d3baf0effa3bbc4b351709045,Data Scientist," Ensures planning and execution of projects with data science as key element Ensures optimization product developments by statistical & model supported DOE and by data mining Develop applications for automated data base access, analytics and control Ensure highest industrial standards in data based optimization and simulation Ensure lean and effective approaches for the implementation in Clariant’s business units and services Develop data science based services of business unit applications to support new business models Actively check opportunities for public funding to expand competence Train people within Clariant to apply Data mining tools Perform cross business unit know-how exchange in the field of data science (expert circle participation) ","Requirements Master/ PhD Chemical engineering, Computational engineering, Business informatics Project experience in data mining, optimization or algorithm design Knowledge of chemistry, chemical production or business processes in chemical industry Application experience of modern tools for process or data mining, experience in high programming suites (Python, R, Statistica, Simca) "
Data Scientist,CAROUSELL PTE. LTD.,Full Time,Executive,Engineering,"$8,000to$11,000","$8,000","$11,000",Monthly,/job/data-scientist-carousell-45851a85a9bcb12bc27061b46427b168,Data Scientist,"Love buying and selling on Carousell? Then meet the team that handcrafts various parts of the mobile applications, website and backend systems in order to deliver the best user experience.  Here at Carousell, our data & engineering teams work on a myriad of problem domains. You get to work with data generated by millions of buyers and sellers & converting them into actionable insights, for both our users and team. You will have the autonomy to lead and explore data science projects to solve key business problems, by working together with a core team of passionate data analysts, scientists and engineers.  Every month, we host a range of meetups and talks on different topics, ranging from product hackdays to a Swift workshop by the engineering team members!  Ensuring that the user experience stays simple is complicated - and we take pride in our work to keep things that way.  Key features within Carousell include: search, discovery, chat, inbox, selling experience, profile management, payments, review system and many more.     Responsibilities:  Run machine learning experiments on a large scale Create predictive models from our data to power exciting next-generation features Build, validate, test, and deploy machine learning models using proven and experimental techniques Work with engineering to implement predictive models in production environment Initiate high impact machine learning projects and with actionable outcomes Provide expertise on concepts for machine learning and applied analytics and inspire the adoption of machine learning across the breadth of our organization ","RequirementsRequirements:  Proficient in programming and algorithms (e.g Python, C++, Java) Familiar with general ML methods and expert in one of the following fields: Natural Language Understanding, Computer Vision, Recommendation or other applied machine learning field  You Are:  A self-motivated and independent learner driven by your curiosity in what you may uncover Motivated to make an impact on the experience of our users Happy to learn from and share knowledge with team members  Good To Have:  Experience in building ML models at scale e.g. with distributed Tensorflow, using real-time big data pipelines on platforms such as Spark/MapReduce Proficiency in implementation of machine-learning algorithms (DNN, CNN) in support of: Computer vision and object recognition/identification, Natural language processing Please send us your Kaggle and/or Github profile if any! "
Data Scientist,CAROUSELL PTE. LTD.,Full Time,Executive,Engineering,"$5,000to$8,000","$5,000","$8,000",Monthly,/job/data-scientist-carousell-1d684548961b62ab0dae9c10233fa1fb,Data Scientist," Love buying and selling on Carousell? Then meet the team that handcrafts various parts of the mobile applications, website and backend systems in order to deliver the best user experience.  Here at Carousell, our data & engineering teams work on a myriad of problem domains. You get to work with data generated by millions of buyers and sellers & converting them into actionable insights, for both our users and team. You will have the autonomy to lead and explore data science projects to solve key business problems, by working together with a core team of passionate data analysts, scientists and engineers.  Every month, we host a range of meetups and talks on different topics, ranging from product hackdays to a Swift workshop by the engineering team members!  Ensuring that the user experience stays simple is complicated - and we take pride in our work to keep things that way.  Key features within Carousell include: search, discovery, chat, inbox, selling experience, profile management, payments, review system and many more.     Responsibilities:  Run machine learning experiments on a large scale Create predictive models from our data to power exciting next-generation features Build, validate, test, and deploy machine learning models using proven and experimental techniques Work with engineering to implement predictive models in production environment Initiate high impact machine learning projects and with actionable outcomes Provide expertise on concepts for machine learning and applied analytics and inspire the adoption of machine learning across the breadth of our organization ","RequirementsRequirements:  Proficient in programming and algorithms (e.g Python, C++, Java) Familiar with general ML methods and expert in one of the following fields: Natural Language Understanding, Computer Vision, Recommendation or other applied machine learning field  You Are:  A self-motivated and independent learner driven by your curiosity in what you may uncover Motivated to make an impact on the experience of our users Happy to learn from and share knowledge with team members  Good To Have:  Experience in building ML models at scale e.g. with distributed Tensorflow, using real-time big data pipelines on platforms such as Spark/MapReduce Proficiency in implementation of machine-learning algorithms (DNN, CNN) in support of: Computer vision and object recognition/identification, Natural language processing Please send us your Kaggle and/or Github profile if any! "
Application Specialist (Color Spectro),CLARIANT (SINGAPORE) PTE. LTD.,Full Time,Professional,Engineering ...,"$5,000to$9,000","$5,000","$9,000",Monthly,/job/application-specialist-clariant-159fc3b4dc136043d30223d7b5a09047,Data Scientist," Core member of MyMatch program with major responsibility of color and spectro expertise.                      Propose and evaluate new technology of digital color matching techniques, devices, color rendering    Refine, aggregate, housekeep current colorant database                     Interact with data scientist, data analyst and IT,  drive development of color matching interface                Support capability on digital color match/QC operations of different locations                 Regularly maintain color marching database, update and guide local units to comply supportive work           Write WI and organize training for color, device, digital platform, interfaces, etc. Coach and train commercial, technical team to use device, digital platform and trouble shoot Supports daily color lab business (troubleshooting on IT issues, net profiler) Ad hoc cooperation with color specialists within Clariant Carry out other tasks and duties assigned by Management and Digital team Development of digital intelligence to color emotional intelligence ","Requirements Master of Science degree or PhD in Colour Science, Science, Polymer, or its equivalent discipline Possess colour matching experience or similar experience related to colour science/ colour management Have knowledge in Masterbatches production process (mixing, extrusion, drying pelletizing), plastic resins by application and market segment Have knowledge in colouring material for plastics, testing methods for quality control, Lean Sigma methodology for continuous improvement                                                                                       Work location: Chin Bee Road, Singapore"
Senior  /  Regional Health Consultant (contract role),Company Undisclosed,Contract ...,Professional,Professional Services,"$6,000to$10,000","$6,000","$10,000",Monthly,/job/senior-regional-health-consultant-7bf5a27c2631610a792436dbb0809fb4,Data Scientist,"The Regional Consultant will be responsible for generating and delivering EH&B Health/Wellness and Benefits consulting solutions:  SG regional senior health consultant – articulating the regional consulting vision and strategy for team members, mentoring, training junior members of the regional team in HK & SG – including but not limited to financial wellbeing, the use of data analytics and cost management strategies Further building and articulating Mercer’s Point of View on Integrated Health and other key consulting solutions such as funding/financing solutions for self funded employers, health data analytics and financial wellness - both regionally and locally. Identifying local consulting opportunities in collaboration with the local country leaders Articulating and tracking the financial opportunity related to these key consulting solutions Managing and monitoring financials for regional HK team in collaboration with the SG consulting leader Responsibility for hiring for SG team members and management of performance review process Partnership with SG and regional leadership as the Health Leader including sharing best practice, support on initiatives and key clients Focus on health data analytics, predictive modelling and correlative analysis in partnership with Senior Regional Consultants and Data Scientist Driving innovative first to market initiatives Relationship management responsibilities for key regional & global GBM/RBM accounts, Responsibility for sales & delivery of consulting projects  The consultant will be responsible for generating the opportunities and delivering the work in collaboration with the regional consulting team, country brokers, cross LOB functions, global ICG teams and Portfolio Management teams","RequirementsQualifications, Skills and Attributes  A degree graduate with 10 years or more of relevant industry experience, Equivalent consulting experience in areas of: Learning agility; Critical & logical thinking capabilities; Good communication skills and analytical; Good presentation skills; Able to interpret data, understand funding arrangements, planning designs, broad knowledge of health management best practices; Strong project management skills Would be an advantage if the individual has working exposure in employee benefits experience Good to have a brokerage license but not mandatory Candidate with actuarial background (ASA, FSA, or equivalent) is option "
Data Scientist,ABAKUS (ASIA PACIFIC) PTE. LTD.,Permanent,Manager ...,Banking and Finance ...,"$7,000to$13,000","$7,000","$13,000",Monthly,/job/data-scientist-abakus-30773057cec6241994d9a7397a59573b,Data Scientist,"To reinvent an industry, you need to build an all-star team. Join Wecash if you want to realise a world of better living through responsible credit, by developing and promoting products that provide businesses with comprehensive and accurate evaluation of consumer credit worthiness as well as underwrite loans between funding sources and consumers. Wecash leverage upon the power of mobile technology, big data and machine learning to prevent fraud and determine consumer credit worthiness. Wecash started in 2014 and has since raised more than US$200 million in financing, acquired over 100 million users and processed more than US$5 billion in loans in 2017 alone. Wecash is looking for a stellar technologist to drive our expansion in Southeast Asia. If you can understand complex technology, navigate the fintech industry and thrive under ambiguous objectives, join us as our Data Scientist for Southeast Asia, and help us grow. The Job:  Adept in the art of cleansing, manipulation, feature extraction and analysis on large data sets Seek out external data sources for relevant context and combine external data with existing data to improve our credit and risk models Stay on top of latest developments in big data, data mining, natural language processing, machine learning and artificial intelligence techniques and technologies, while interpreting their impact and usefulness to the financial industry Design and implement machine learning-based credit and risk models and systems that can scale to serve and benefit tens of millions of customers Design elegant data visualizations to present complex analysis and insights to both internal (management) and external (customers) audiences Develop subsystems that facilitate performance tracking, analysis and ongoing optimization of implemented credit and risk models ","Requirements A proactive and diligent technologist willing to get your hands dirty with the details while possessing an innate sensitivity to data and an appreciation of proper documentation Demonstrate understanding and expertise in commonly used machine learning algorithms, feature selection techniques and data modeling processes Familiar with commonly used data mining algorithms (i.e. classification, clustering, regression, association rules, neural networks, etc.) and its principles, and is able to discuss past project experiences at length Accomplished in R, Python, SQL and other comparable programming languages Adept at choosing between Hadoop, Storm, Spark and other comparable big data technologies depending on the context, and is able to discuss past project experiences in large-scale data and log processing Master’s degree or higher, with at least a bachelor’s in Statistics, Applied Mathematics, Computer Science or other related disciplines Speak, read and write English perfectly and skillfully Ready, willing and eager for the occasional travel between Singapore, China and Indonesia "
"Data Scientist Manager, Data and Analytics, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Permanent ...,Manager,Information Technology,"$6,000to$12,000","$6,000","$12,000",Monthly,/job/data-scientist-manager-data-analytics-advisory-ernst-young-advisory-2c292ca063f70149190a7150dcb106f1,Data Scientist,"EY Data and Analytics is the data and advanced analytics capability within EY Asia-Pacific.  We have vibrant practices in Australia, New Zealand, Singapore, Hong Kong, Korea, The Philippines and Malaysia. EY Data and Analytics creates intelligent client organizations using data & advanced analytics.  We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientist, big data engineers, developers and consultants in the region.     Due to our continued growth we are looking for a talented, inquisitive and proactive Data Scientist join our team.","RequirementsCore Competencies  Good degree (2:1 or above) in a highly-quantitative field (e.g. Mathematics, Physics, Computer Science, Operational Research, Information Engineering). Postgraduate qualifications will be an advantage, but not compulsory. Demonstrable experience in formulating and solving business problems using mathematical/statistical constructs in order to derive insight into systems Experience in solving the above problems using at least two of the following: Python, R, SAS, SPSS, Java, MATLAB. Familiar with at least one of data visualisation development tools:  Tableau, JavaScript, D3 Demonstrable text data analytics experiences using open source tools. Some R&D experience on text and unstructured data processing / learning is preferred.  Experience in acquisition of open data, e.g. scraping. Demonstrable  experience in performing Monte Carlo data simulation Some data competition experience (e.g. on Kaggle platform) and past winning records are a plus Familiar with dimensionality reduction and feature selection techniques. Familiar with SQL. Some knowledge of database systems and SAP data extraction is preferred. Experience in writing clean, maintainable code following good practice.    Other Technical Expertise As well as the core competencies described above, the candidate must also be able to demonstrate technical depth in at least one of the following areas (or similarly-relevant):  State of the art machine learning techniques, e.g. deep learning/ graph analysis / active learning / transfer learning Data stream mining / mobile data mining / online learning, Constrained optimization techniques such as integer programming, constraint programming, etc. Probability and random processes Semi-supervised / unsupervised machine learning, Some knowledge of big data analytics tools (e.g. Spark, Storm), Implementation of algorithms in production, commercial environments (server-side), including object-oriented design. Some knowledge of database systems and SAP data extraction is preferred.  Additional Soft Skills Requirements  Technically inclined and self-driven to keep up-to-date with the latest technologies.   Ability to capture client business requirements and translate into technical specifications.   Ability to articulate analytical findings to less-technical business-savvy audience Good problem solving skills, can work with confidence unsupervised, and able to manage multiple concurrent work streams. Team player with good communication skills. Highly pragmatic, using technology to solve problems expediently. Ability to tactfully challenge in discussion without alienating. "
"Senior Associate - Data Scientist, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Permanent ...,Senior Executive,Information Technology,"$4,100to$8,200","$4,100","$8,200",Monthly,/job/senior-associate-data-scientist-advisory-ernst-young-advisory-36e67dcb3a055d6a907028a8648e5724,Data Scientist,"EY Data and Analytics is the data and advanced analytics capability within EY Asia-Pacific.  We have vibrant practices in Australia, New Zealand, Singapore, Hong Kong, Korea, The Philippines and Malaysia. EY Data and Analytics creates intelligent client organizations using data & advanced analytics.  We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientist, big data engineers, developers and consultants in the region.     Due to our continued growth we are looking for a talented, inquisitive and proactive Data Scientist join our team","RequirementsCore Competencies    Good degree (2:1 or above) in a highly-quantitative field (e.g. Mathematics, Physics, Computer Science, Operational Research, Information Engineering). Postgraduate qualifications will be an advantage, but not compulsory. Demonstrable experience in formulating and solving business problems using mathematical/statistical constructs in order to derive insight into systems Experience in solving the above problems using at least two of the following: Python, R, SAS, SPSS, Java, MATLAB. Familiar with at least one of data visualisation development tools:  Tableau, JavaScript, D3 Demonstrable text data analytics experiences using open source tools. Some R&D experience on text and unstructured data processing / learning is preferred.  Experience in acquisition of open data, e.g. scraping. Demonstrable  experience in performing Monte Carlo data simulation Some data competition experience (e.g. on Kaggle platform) and past winning records are a plus Familiar with dimensionality reduction and feature selection techniques. Familiar with SQL. Some knowledge of database systems and SAP data extraction is preferred. Experience in writing clean, maintainable code following good practice.      Other Technical Expertise As well as the core competencies described above, the candidate must also be able to demonstrate technical depth in at least one of the following areas (or similarly-relevant):  State of the art machine learning techniques, e.g. deep learning/ graph analysis / active learning / transfer learning Data stream mining / mobile data mining / online learning, Constrained optimization techniques such as integer programming, constraint programming, etc. Probability and random processes Semi-supervised / unsupervised machine learning, Some knowledge of big data analytics tools (e.g. Spark, Storm), Implementation of algorithms in production, commercial environments (server-side), including object-oriented design. Some knowledge of database systems and SAP data extraction is preferred.    Additional Soft Skills Requirements  Technically inclined and self-driven to keep up-to-date with the latest technologies.   Ability to capture client business requirements and translate into technical specifications.   Ability to articulate analytical findings to less-technical business-savvy audience Good problem solving skills, can work with confidence unsupervised, and able to manage multiple concurrent work streams. Team player with good communication skills. Highly pragmatic, using technology to solve problems expediently. Ability to tactfully challenge in discussion without alienating. "
Data Scientist,INSEAD,Permanent,Executive,Information Technology,"$7,000to$8,000","$7,000","$8,000",Monthly,/job/data-scientist-insead-56e6ef124f3dee5b7adaeeaf9e464cf4,Data Scientist,"As one of the world’s leading and largest graduate business schools, INSEAD brings together people, cultures and ideas to change lives and to transform organisations. A global perspective and cultural diversity are reflected in all aspects of our research and teaching. With campuses in Europe (France), Asia (Singapore) and the Middle East (Abu Dhabi), INSEAD’s business education and research spans three continents. Through a deep knowledge of advanced technology and research process, the Data Scientist is responsible to support INSEAD faculty & senior staff in their efforts to generate cutting-edge research by providing his/her technical expertise The Data Scientist also provides consulting on and assistance interfacing with high performance computing platforms.","RequirementsMain accountabilities  Consults with faculty to define required data sets and computing resources to tackle a research problem undertaken by the faculty Identifies valuable data sources (licensed or web data) and automates collection processes Web scraping over the Internet of popular sites Undertakes cleaning, extract, transform, load of structured and unstructured (big) data Provides consulting about what Amazon or Google cloud platform products could be used for high performance computing and guidance on how to use these technologies. Supports faculty by providing them technical expertise in the debug or optimization of code Supports faculty in implementation or debugging of machine learning algorithms, in creation of (interactive) visualization of research data Collaborates with Infrastructure team in the build & operation of an on premise high performance computing cluster Responsible to collaborate with multiple faculty and/or PhD students at a given time, working on multiple projects Implements 2 use cases of advanced analytics in administration per year Awareness on INSEAD application portfolio Covers a broad range of fields technology, algorithm, IP licensing    Education & Experience  Bachelors degree in Computer Science or Data Science (preferred). Or, Bachelors degree in any of Statistics/Mathematics/Technology plus a certification or rich experience in Machine Learning / Deep Learning /ETL Minimum of 4 years in a similar role    Skill Requirements  Must have strong programming experience with Python/R and SQL Experience in AWS and/or Google Cloud Platform for high performance computing Experience in machine learning, deep learning, data visualization, statistical, text analytics libraries and/or frameworks in Python or R Experience in scikit-learn, numpy, pandas, searborn, matplotlib, ggplot, deep learning framework: keras or pytorch Experience in GitHub for code management is a plus Familiarity with statistical packages such as SAS, SPSS, Matlab is a plus Good verbal and written communication skills Drive to learn and master new technologies and techniques "
"Senior Manager, Data Scientist, Advisory",ERNST & YOUNG ADVISORY PTE. LTD.,Permanent ...,Senior Management,Information Technology,"$8,000to$16,000","$8,000","$16,000",Monthly,/job/senior-manager-data-scientist-advisory-ernst-young-advisory-24e8184a7a5a0bc805189953a1771f4d,Data Scientist,"EY Data and Analytics is the data and advanced analytics capability within EY Asia-Pacific.  We have vibrant practices in Australia, New Zealand, Singapore, Hong Kong, Korea, The Philippines and Malaysia. EY Data and Analytics creates intelligent client organizations using data & advanced analytics.  We go beyond strategy and provide end to end implementation of real life data environments and have some of the best architects, project managers, business analysts, data scientist, big data engineers, developers and consultants in the region.     Due to our continued growth we are looking for a talented, inquisitive and proactive Data Integration join our team.","RequirementsABOUT YOU As a Senior Manager in EY Data and Analytics team, you will deliver value-added services to our clients and you are required to be specialized in some or all of the following areas:  Lead and manage all Analytics related solutions to Ernst & Young clients in the APAC region. Develop, build and manage business pipeline and client relationships. Contributing your expertise to strategy and roadmaps Communicate effectively with the EY Partners, the team and the client regarding the progress of the project and be a role model to the team members in exhibiting the Ernst & Young best practices.  At Ernst & Young, we know it's your point of view, energy and enthusiasm that make the difference.    CLIENT RESPONSIBILITIES:  Lead clients’ engagements. Work effectively as a team and project director, sharing responsibility, providing support, maintaining communication, and updating senior team members on progress. Help prepare reports and schedules that will be delivered to clients and other parties. Develop and maintain productive working relationships with client personnel. Build strong internal relationships within Ernst & Young Advisory Services and with other services lines across the organization. Generate new client leads by leveraging on existing relationships and building new ones Lead business development initiatives from leads to qualification to proposal development and client presentations.    PEOPLE RESPONSIBILITIES:  Conduct performance reviews and contribute to performance feedback for staff. Contribute to people-related initiatives including recruiting and retaining staff. Contribute, guide and develop technical and functional skills of staff. Understand and follow workplace policies and procedures.  Job description As a Data Integration Architect in EY Advisory Data and Analytics, you will deliver value-added services to our clients and you are required to be specialized in some or all of the following areas:  Data Integration architect in Information Management projects such as big data, Data Lake, data warehousing, No SQL databases and visualization design and implementation to Ernst & Young clients in the APAC region. Client interactions to understand business and data requirements, data integration lifecycle and transformation rules from raw data state to the target state which include data mapping, data modelling and ETL transformation according to functional and non-functional requirements. Studies data sources, analyzing and validating data objects including the identification of relationship among data objects, establishing data quality standards and transformation to achieve a timely and accurate target state availability. Design and determine the right data models to be used at each stage of the data supply chain ranging from system of records to analytical data marts taking into account client scalability, extensibility, performance and storage requirements Conceptualize and design data architecture in the cloud, with familiarity in at least one of the commercially available cloud platforms for analytics use cases Instill data integration best practices and principles into the data integration design and development, meeting client’s business needs while conforming with IT’s defined standards. Handle the operational aspect of the model adhering to the industry best practices and compliances by getting advice from managers. Communicate effectively with the project manager & team regarding the progress of the project and be a role model to the team members in exhibiting the Ernst & Young best practices.  At Ernst & Young, we know it's your point of view, energy and enthusiasm that make the difference.    SKILLS REQUIREMENTS:  Bachelor degree and above in Statistics, Software Engineering, Information Systems Management or related fields. Solid regional track record in achieving targets in a professional services firm in the Information Management sector. Knowledgeable in various aspects of Information Management such as data lake, big data, data warehousing, data mart, operational data store, master data management frameworks  and implementation methodologies. End to end involvement in Data Repository (Data Lake, DWH, Big Data) project implementation lifecycle from requirements, design, development, testing and go live including deliverables and documentation development in Data Repository solutions, Database Architecture, Data Modelling, Extract-Transform-Load (ETL) and Visualization reporting. NO SQL Database experiences would be an added advantage (Elastic Search, MongoDB, CouchDB) Ability to establish personal credibility quickly and demonstrate expertise. Ability to create a positive learning culture, coach and develop team members.  Additional skills requirements:   A bachelor's degree and approximately 3-8 years of related work experience. Strong analytical and problem-solving skills. Exposure to various technology platforms or industry will be an advantage. Excellent oral and written communication skills. Excellent command of written and spoken English. A strong work ethic. A willingness to travel to meet project needs; travel is estimated at 50%. "
Lead / Data Scientist,M1 LIMITED,Full Time,Middle Management ...,Engineering ...,"$6,000to$9,000","$6,000","$9,000",Monthly,/job/lead-data-scientist-m1-0839839b38e2ab1a54c8448a9bb1edc3,Data Scientist," Lead and manage Data Science activities, and ensure alignment to business objectives and strategies Collaborate with stakeholders to identify data analytics opportunities that will produce actionable insights and drive new business initiatives Ensure end-to-end operational efficiency on data preparation, extraction, transformation and loading of complex big data sets of different formats from various source systems Build Data Science talent needs by developing team expertise in mathematics, quantitative analysis, data mining and machine learning to develop statistical models and algorithms Provide technical leadership and subject matter expertise on usage of big data technologies, tools and techniques that will improve data processing or enhance the results of the analytics outcome ","Requirements Degree in Statistics, Mathematics, Computer Science, Data Science and Analytics or related field with 5+ years' experience in Data Analytics and machine learning on enterprise data Expert technical abilities with machine learning, statistical and probability methods Excellent understanding of machine learning techniques (classification, regressions, dimensionality reduction, etc) Working experience on Big Data development and related technologies (R, Python, Scala, Matlab, Java, Hadoop, Spark, Hive, Impala, Sqoop, Kafka, etc) Working knowledge of relational databases, HP Vertica, SQL & NoSQL databases Proficient in SQL, Oracle, PostgreSQL, ETL/ELT applications Experience with:   Visualization/business intelligence tools such as Tableau and Qlikview Geospatial analysis using telecommunications network data would be advantageous   Telecom domain knowledge with experience in multi-tiered Customer Care, Order Management, Loyalty, Business Support and Network Provisioning systems would be advantageous Comfortable working with very big complex data sets of various formats Excellent analytical, communication, presentation and technical proposals writing skills Ability to handle multiple simultaneous tasks, prioritize and meet tight deadlines "
Senior Director Data Scientist,CLOUDSTREAM ASIA PACIFIC PTE. LTD.,Permanent,Senior Management,Banking and Finance,Salary undisclosed,Not Available,"$9,000",,/job/senior-director-data-scientist-cloudstream-asia-pacific-e3cad7794ab19d8da17f9eb1e8dc8c6c,Data Scientist,"This role of S/VP Data Science is ideal for a person who gets excited about leading (hands-on) a team of 10 Ph.D. Data Scientists to research and develops innovative large-scale data science products using machine learning and A.I. There is massive and unique real-time data to leverage, as well as an install base of clients that reads like a ""who's who"" of the global economy. The focus is on the two main revenue generators; • Manage a current team of 9 Data Scientists and grow it • Make the core marketing leading consumer identity platform more accessible, flexible, dynamic, and on-demand • Model and put into production Tech Stack: • Scala, Python • Spark, SparkML, H2O, AutoML, SciKit Learn, etc. • Google Cloud Platform (GCP), BigTable, BigQuery    ","RequirementsQualifications: • Relevant Ph.D. (i.e. Computer Science, Mathematics, Statistics or other relevant quantitative fields). • A proven track record of data science leadership and hands-on experience as a Data scientist • Domain experience with MarTech / Adtech / Programmatic / Consumer Behavior / Attribution / Audience Segmentation & Targeting. • Experience in working on large-scale, distributed systems environment • Expertise in applying Machine Learning and Artificial Intelligence on large-scale data • Experience facilitating collaboration between geographically distributed cross-functional teams • Deep knowledge of software development life-cycle, and Agile methodologies"
